 n, heap_cmp, heap_swaps, heap_time
 0,        0,          0,         0
 1,        0,          0,         0
 2,        0,          1,         0
 3,        1,          2,         0
 4,        4,          6,         0
 5,        7,          8,         0
 6,       11,         10,         0
 7,       15,         12,         0
 8,       22,         18,         0
 9,       28,         21,         0
10,       34,         24,         0
