 n, heap_cmp, heap_swaps, heap_time
 0,        0,          0,         0
 1,        0,          0,         0
 2,        0,          1,         0
 3,        1,          2,         0
 4,        4,          5,         0
 5,        8,          8,         0
 6,       13,         13,         0
 7,       17,         15,         0
 8,       23,         20,         0
 9,       30,         23,         0
10,       35,         27,       500
