    n, heap_cmp, heap_swaps, heap_time
 5591,   127074,      68650,     80068
 5592,   127104,      68666,     79067
 5593,   127122,      68676,     80568
 5594,   127142,      68685,     80569
 5595,   127175,      68707,     80068
 5596,   127201,      68732,     81569
 5597,   127229,      68736,     81570
 5598,   127248,      68745,     81569
 5599,   127280,      68755,     80568
 5600,   127305,      68782,     80069
 5601,   127330,      68786,     80069
 5602,   127355,      68798,     79568
 5603,   127376,      68821,     80569
 5604,   127405,      68831,     80069
 5605,   127440,      68848,     80569
 5606,   127455,      68858,     80068
 5607,   127490,      68878,     80068
 5608,   127519,      68893,     80569
 5609,   127534,      68896,     80068
 5610,   127563,      68914,     81570
 5611,   127587,      68927,     80569
 5612,   127616,      68944,     80069
 5613,   127636,      68952,     80068
 5614,   127661,      68969,     80069
 5615,   127688,      68983,     80068
 5616,   127710,      68993,     80068
 5617,   127751,      69025,     81070
 5618,   127766,      69026,     80069
 5619,   127791,      69044,     80068
 5620,   127828,      69060,     82070
 5621,   127851,      69073,     81570
 5622,   127880,      69091,     80068
 5623,   127896,      69094,     82570
 5624,   127918,      69104,     80569
 5625,   127947,      69116,     80569
 5626,   127973,      69137,     80068
 5627,   128000,      69151,     81069
 5628,   128025,      69171,     80069
 5629,   128058,      69182,     80569
 5630,   128077,      69194,     81069
 5631,   128108,      69201,     80569
 5632,   128119,      69202,     80569
 5633,   128156,      69230,     80068
 5634,   128186,      69249,     80569
 5635,   128209,      69258,     81069
 5636,   128220,      69252,     80069
 5637,   128245,      69272,     80569
 5638,   128283,      69295,     80569
 5639,   128303,      69307,     80568
 5640,   128328,      69314,     80068
 5641,   128355,      69334,     80568
 5642,   128382,      69353,     81068
 5643,   128410,      69363,     81569
 5644,   128449,      69392,     81570
 5645,   128455,      69383,     80569
 5646,   128487,      69404,     81570
 5647,   128517,      69421,     81068
 5648,   128538,      69424,     80569
 5649,   128572,      69453,     82070
 5650,   128599,      69467,     81069
 5651,   128622,      69479,     82070
 5652,   128648,      69486,     82071
 5653,   128666,      69496,     82569
 5654,   128682,      69497,     81069
 5655,   128703,      69514,     80568
 5656,   128731,      69533,     81069
 5657,   128756,      69547,     82571
 5658,   128785,      69555,     81569
 5659,   128813,      69567,     81569
 5660,   128837,      69575,     82571
 5661,   128869,      69594,     81570
 5662,   128893,      69616,     81570
 5663,   128923,      69631,     83071
 5664,   128948,      69629,     82571
 5665,   128967,      69647,     80569
 5666,   128994,      69661,     81068
 5667,   129013,      69671,     81069
 5668,   129053,      69702,     81069
 5669,   129078,      69707,     82070
 5670,   129103,      69726,     81069
 5671,   129123,      69738,     84572
 5672,   129156,      69757,     82571
 5673,   129176,      69767,     82071
 5674,   129199,      69777,     83070
 5675,   129227,      69790,     82070
 5676,   129250,      69816,     81569
 5677,   129278,      69811,     82571
 5678,   129303,      69838,     82570
 5679,   129337,      69855,     81569
 5680,   129372,      69878,     82571
 5681,   129391,      69886,     83571
 5682,   129411,      69896,     83072
 5683,   129434,      69908,     82070
 5684,   129467,      69925,     82570
 5685,   129495,      69944,     82069
 5686,   129514,      69953,     81570
 5687,   129530,      69952,     82070
 5688,   129568,      69979,     81570
 5689,   129584,      69980,     84072
 5690,   129604,      69994,     84071
 5691,   129639,      70015,     83570
 5692,   129661,      70018,     85073
 5693,   129686,      70030,     83571
 5694,   129717,      70049,     83571
 5695,   129739,      70064,     85574
 5696,   129766,      70085,     84573
 5697,   129793,      70104,     83070
 5698,   129818,      70104,     82571
 5699,   129840,      70125,     85072
 5700,   129864,      70130,     82571
 5701,   129899,      70164,     85073
 5702,   129921,      70169,     82571
 5703,   129945,      70177,     82070
 5704,   129973,      70196,     82070
 5705,   129997,      70204,     83571
 5706,   130030,      70213,     82572
 5707,   130046,      70225,     83570
 5708,   130083,      70256,     83071
 5709,   130096,      70263,     83573
 5710,   130131,      70282,     83571
 5711,   130156,      70295,     84572
 5712,   130184,      70308,     89076
 5713,   130210,      70319,     86073
 5714,   130230,      70334,     83070
 5715,   130254,      70345,     82070
 5716,   130272,      70354,     82070
 5717,   130303,      70370,     82069
 5718,   130328,      70386,     84072
 5719,   130358,      70401,     82570
 5720,   130381,      70412,     82570
 5721,   130407,      70426,     84573
 5722,   130431,      70440,     83071
 5723,   130449,      70453,     82571
 5724,   130477,      70467,     84072
 5725,   130514,      70482,     83571
 5726,   130524,      70493,     84573
 5727,   130567,      70515,     86575
 5728,   130593,      70536,     89576
 5729,   130623,      70547,     83570
 5730,   130648,      70560,     83571
 5731,   130667,      70568,     83071
 5732,   130685,      70587,     83571
 5733,   130712,      70587,     84072
 5734,   130738,      70602,     82570
 5735,   130766,      70618,     82071
 5736,   130798,      70630,     82570
 5737,   130825,      70639,     84072
 5738,   130857,      70670,     82571
 5739,   130876,      70673,     84072
 5740,   130892,      70692,     81570
 5741,   130916,      70697,     83071
 5742,   130949,      70719,     82571
 5743,   130983,      70731,     82070
 5744,   131003,      70755,     83572
 5745,   131022,      70760,     82569
 5746,   131050,      70779,     82570
 5747,   131073,      70780,     82571
 5748,   131099,      70795,     84572
 5749,   131128,      70810,     86073
 5750,   131148,      70828,     84071
 5751,   131174,      70832,     82571
 5752,   131203,      70847,     84572
 5753,   131225,      70861,     82571
 5754,   131256,      70884,     83071
 5755,   131287,      70897,     84072
 5756,   131314,      70921,     84072
 5757,   131338,      70939,     84572
 5758,   131364,      70943,     83070
 5759,   131389,      70946,     83071
 5760,   131411,      70972,     83071
 5761,   131436,      70991,     83071
 5762,   131469,      71004,     89076
 5763,   131488,      71010,     83071
 5764,   131510,      71028,     83071
 5765,   131540,      71043,     83071
 5766,   131563,      71055,     84072
 5767,   131594,      71068,     83070
 5768,   131630,      71087,     83071
 5769,   131648,      71100,     83071
 5770,   131676,      71111,     84072
 5771,   131698,      71113,     83571
 5772,   131711,      71129,     83571
 5773,   131740,      71148,     83570
 5774,   131765,      71163,     83572
 5775,   131802,      71175,     84571
 5776,   131824,      71189,     83571
 5777,   131846,      71196,     85072
 5778,   131887,      71231,     86574
 5779,   131901,      71230,     85572
 5780,   131926,      71243,     83572
 5781,   131945,      71254,     82571
 5782,   131969,      71275,     83570
 5783,   132000,      71285,     83572
 5784,   132016,      71288,     84072
 5785,   132063,      71317,     83571
 5786,   132070,      71317,     85073
 5787,   132105,      71338,     83072
 5788,   132125,      71347,     85072
 5789,   132151,      71360,     84572
 5790,   132182,      71385,     84072
 5791,   132210,      71397,     85573
 5792,   132237,      71420,     83571
 5793,   132252,      71421,     83071
 5794,   132274,      71426,     83571
 5795,   132309,      71452,     85072
 5796,   132332,      71465,     83573
 5797,   132359,      71477,     85072
 5798,   132385,      71498,     86074
 5799,   132404,      71503,     84071
 5800,   132439,      71518,     84071
 5801,   132469,      71537,     84572
 5802,   132480,      71540,     84572
