    n, heap_cmp, heap_swaps, heap_time
 1589,    28974,      15546,     19016
 1590,    28948,      15514,     18516
 1591,    29002,      15529,     18515
 1592,    29011,      15550,     18515
 1593,    29040,      15575,     19017
 1594,    29058,      15574,     18515
 1595,    29112,      15608,     19015
 1596,    29062,      15571,     18517
 1597,    29087,      15585,     18514
 1598,    29158,      15629,     19016
 1599,    29154,      15614,     19016
 1600,    29213,      15666,     19016
 1601,    29230,      15650,     19516
 1602,    29246,      15686,     18515
 1603,    29265,      15665,     19016
 1604,    29248,      15673,     18515
 1605,    29283,      15704,     18515
 1606,    29298,      15704,     19016
 1607,    29329,      15705,     19016
 1608,    29336,      15726,     18516
 1609,    29374,      15764,     19016
 1610,    29401,      15748,     18516
 1611,    29434,      15758,     19016
 1612,    29413,      15752,     18515
 1613,    29475,      15783,     18515
 1614,    29475,      15795,     18515
 1615,    29486,      15781,     19015
 1616,    29562,      15859,     19016
 1617,    29570,      15856,     19016
 1618,    29556,      15827,     18515
 1619,    29595,      15870,     19016
 1620,    29637,      15906,     19016
 1621,    29612,      15848,     19016
 1622,    29683,      15905,     19516
 1623,    29695,      15930,     19016
 1624,    29710,      15919,     19016
 1625,    29725,      15910,     19016
 1626,    29758,      15955,     19516
 1627,    29765,      15953,     19016
 1628,    29807,      15951,     19516
 1629,    29802,      15965,     19016
 1630,    29801,      15960,     19516
 1631,    29832,      16008,     19516
 1632,    29888,      16016,     19016
 1633,    29891,      16018,     19016
 1634,    29912,      16039,     19016
 1635,    29902,      16030,     19016
 1636,    29895,      16000,     19016
 1637,    29944,      16035,     19016
 1638,    29984,      16065,     19516
 1639,    29996,      16084,     19016
 1640,    30033,      16088,     19016
 1641,    30047,      16091,     19016
 1642,    30077,      16105,     19516
 1643,    30097,      16126,     19517
 1644,    30118,      16156,     19516
 1645,    30149,      16166,     19016
 1646,    30166,      16166,     19016
 1647,    30200,      16203,     19016
 1648,    30198,      16194,     19516
 1649,    30245,      16190,     19517
 1650,    30249,      16202,     19016
 1651,    30282,      16203,     19516
 1652,    30302,      16257,     19516
 1653,    30297,      16238,     20017
 1654,    30323,      16242,     19016
 1655,    30323,      16258,     19516
 1656,    30366,      16275,     19016
 1657,    30415,      16298,     19516
 1658,    30417,      16273,     20017
 1659,    30435,      16319,     19516
 1660,    30451,      16317,     19516
 1661,    30498,      16340,     19516
 1662,    30489,      16335,     19516
 1663,    30576,      16375,     19516
 1664,    30551,      16351,     19516
 1665,    30557,      16382,     19516
 1666,    30584,      16407,     19516
 1667,    30613,      16402,     20017
 1668,    30655,      16408,     20016
 1669,    30637,      16420,     19516
 1670,    30698,      16449,     19517
 1671,    30664,      16434,     20016
 1672,    30673,      16419,     19517
 1673,    30713,      16443,     19516
 1674,    30784,      16509,     19516
 1675,    30785,      16509,     20017
 1676,    30805,      16521,     20017
 1677,    30774,      16472,     19516
 1678,    30860,      16539,     19517
 1679,    30880,      16558,     19516
 1680,    30894,      16548,     19516
 1681,    30912,      16567,     19516
 1682,    30950,      16586,     20017
 1683,    30953,      16593,     20017
 1684,    30995,      16622,     19516
 1685,    30974,      16597,     19516
 1686,    31023,      16627,     20016
 1687,    31023,      16598,     20017
 1688,    31045,      16635,     20017
 1689,    31091,      16661,     19516
 1690,    31078,      16649,     20016
 1691,    31104,      16671,     20017
 1692,    31140,      16675,     19516
 1693,    31156,      16695,     20017
 1694,    31173,      16692,     20017
 1695,    31185,      16702,     19517
 1696,    31199,      16716,     20017
 1697,    31208,      16726,     19516
 1698,    31254,      16733,     19516
 1699,    31269,      16732,     20017
 1700,    31335,      16805,     20017
 1701,    31323,      16796,     20017
 1702,    31316,      16784,     20016
 1703,    31404,      16826,     20517
 1704,    31388,      16825,     20017
 1705,    31425,      16830,     20517
 1706,    31418,      16857,     20516
 1707,    31470,      16857,     20518
 1708,    31502,      16880,     20517
 1709,    31536,      16894,     20017
 1710,    31498,      16871,     20017
 1711,    31572,      16932,     20517
 1712,    31589,      16907,     20017
 1713,    31592,      16930,     20517
 1714,    31594,      16940,     20016
 1715,    31639,      16951,     20517
 1716,    31681,      16992,     20516
 1717,    31701,      16993,     20517
 1718,    31702,      16981,     20519
 1719,    31701,      16985,     20517
 1720,    31760,      17022,     20518
 1721,    31769,      17012,     20516
 1722,    31813,      17048,     20517
 1723,    31799,      17039,     20518
 1724,    31838,      17051,     20518
 1725,    31840,      17049,     20517
 1726,    31870,      17080,     20518
 1727,    31893,      17091,     20517
 1728,    31921,      17114,     20517
 1729,    31969,      17128,     20517
 1730,    31965,      17136,     20517
 1731,    32011,      17154,     20017
 1732,    32033,      17161,     20517
 1733,    32024,      17163,     21018
 1734,    32071,      17178,     21018
 1735,    32103,      17197,     21018
 1736,    32100,      17202,     21017
 1737,    32115,      17202,     20517
 1738,    32147,      17214,     20016
 1739,    32148,      17221,     20517
 1740,    32203,      17263,     20518
 1741,    32239,      17286,     21018
 1742,    32190,      17259,     20518
 1743,    32242,      17266,     24021
 1744,    32223,      17275,     22519
 1745,    32249,      17262,     21519
 1746,    32303,      17304,     20516
 1747,    32250,      17274,     21018
 1748,    32337,      17311,     20518
 1749,    32359,      17338,     21018
 1750,    32384,      17353,     21017
 1751,    32389,      17346,     20518
 1752,    32432,      17362,     20517
 1753,    32449,      17389,     21018
 1754,    32434,      17362,     21018
 1755,    32454,      17393,     20516
 1756,    32523,      17441,     20516
 1757,    32524,      17421,     20517
 1758,    32540,      17427,     21018
 1759,    32553,      17453,     20517
 1760,    32564,      17442,     21018
 1761,    32588,      17455,     21018
 1762,    32615,      17468,     21018
 1763,    32642,      17474,     21017
 1764,    32656,      17479,     21019
 1765,    32696,      17503,     21018
 1766,    32703,      17533,     21018
 1767,    32731,      17529,     21018
 1768,    32752,      17534,     21518
 1769,    32802,      17577,     21018
 1770,    32822,      17601,     21017
 1771,    32805,      17550,     21017
 1772,    32836,      17570,     21018
 1773,    32846,      17576,     21518
 1774,    32829,      17562,     20517
 1775,    32939,      17655,     21518
 1776,    32918,      17609,     21018
 1777,    32920,      17617,     21018
 1778,    32969,      17670,     20517
 1779,    32975,      17672,     21019
 1780,    33024,      17670,     21018
 1781,    33072,      17691,     21519
 1782,    33032,      17694,     21018
 1783,    33098,      17733,     21518
 1784,    33079,      17723,     21018
 1785,    33095,      17690,     21517
 1786,    33103,      17715,     21518
 1787,    33144,      17734,     21017
 1788,    33160,      17758,     22520
 1789,    33206,      17778,     25521
 1790,    33184,      17762,     21518
 1791,    33220,      17764,     21518
 1792,    33271,      17825,     21517
 1793,    33266,      17806,     21018
 1794,    33278,      17803,     21518
 1795,    33332,      17884,     21518
 1796,    33358,      17870,     21518
 1797,    33355,      17872,     21518
 1798,    33411,      17889,     21518
 1799,    33390,      17882,     21017
 1800,    33442,      17901,     21519
 1801,    33457,      17888,     21517
 1802,    33447,      17915,     21518
 1803,    33471,      17903,     21518
 1804,    33542,      17992,     21518
 1805,    33516,      17944,     22019
 1806,    33559,      17963,     21518
 1807,    33569,      17990,     21518
 1808,    33600,      17979,     21518
 1809,    33597,      17972,     21518
 1810,    33624,      18016,     22018
 1811,    33680,      18018,     22019
 1812,    33699,      18030,     21518
 1813,    33734,      18064,     21517
 1814,    33698,      18064,     22019
 1815,    33756,      18079,     21518
 1816,    33753,      18078,     21518
 1817,    33808,      18099,     22019
 1818,    33818,      18112,     22018
 1819,    33816,      18096,     21518
 1820,    33819,      18097,     22018
 1821,    33860,      18113,     21518
 1822,    33944,      18189,     23020
 1823,    33918,      18161,     22519
 1824,    33919,      18143,     22018
 1825,    33973,      18193,     22019
 1826,    33983,      18178,     21517
 1827,    34002,      18235,     22018
 1828,    34015,      18206,     21518
 1829,    34037,      18219,     21517
 1830,    34074,      18246,     21518
 1831,    34075,      18235,     22017
 1832,    34140,      18278,     22020
 1833,    34128,      18299,     21517
 1834,    34171,      18310,     22018
 1835,    34185,      18319,     22520
 1836,    34191,      18295,     22517
 1837,    34198,      18299,     21519
 1838,    34235,      18342,     22019
 1839,    34232,      18332,     21518
 1840,    34281,      18367,     22018
 1841,    34321,      18400,     22517
 1842,    34346,      18418,     22018
 1843,    34351,      18397,     22019
 1844,    34415,      18413,     22018
 1845,    34405,      18411,     22519
 1846,    34438,      18438,     22519
 1847,    34439,      18413,     22519
 1848,    34459,      18468,     22020
 1849,    34486,      18485,     22519
 1850,    34521,      18487,     22519
 1851,    34529,      18485,     22019
 1852,    34577,      18512,     22519
 1853,    34567,      18490,     22018
 1854,    34602,      18529,     22518
 1855,    34606,      18518,     22019
 1856,    34639,      18545,     22018
 1857,    34654,      18547,     22520
 1858,    34677,      18551,     22018
 1859,    34715,      18597,     22519
 1860,    34711,      18568,     22519
 1861,    34744,      18581,     22520
 1862,    34774,      18600,     22518
 1863,    34809,      18646,     22519
 1864,    34843,      18640,     22518
 1865,    34832,      18660,     22018
 1866,    34848,      18654,     22518
 1867,    34844,      18634,     23020
 1868,    34915,      18690,     22519
 1869,    34923,      18697,     22519
 1870,    34953,      18689,     22019
 1871,    34966,      18704,     22018
 1872,    34978,      18731,     22018
 1873,    35035,      18734,     22519
 1874,    35051,      18773,     22519
 1875,    35064,      18751,     22519
 1876,    35084,      18771,     23021
 1877,    35097,      18780,     22519
 1878,    35148,      18820,     22519
 1879,    35136,      18803,     22019
 1880,    35141,      18781,     22519
 1881,    35209,      18851,     22519
 1882,    35201,      18819,     23018
 1883,    35236,      18831,     23019
 1884,    35252,      18849,     22520
 1885,    35257,      18858,     23019
 1886,    35286,      18884,     22519
 1887,    35273,      18868,     23019
 1888,    35356,      18906,     23020
 1889,    35331,      18905,     22518
 1890,    35379,      18942,     22519
 1891,    35385,      18952,     22518
 1892,    35425,      18959,     23020
 1893,    35442,      18971,     28524
 1894,    35458,      18949,     22517
 1895,    35444,      18968,     22518
 1896,    35511,      19020,     28024
 1897,    35535,      19020,     26522
 1898,    35601,      19023,     23020
 1899,    35608,      19044,     23519
 1900,    35578,      19032,     23020
 1901,    35622,      19046,     23019
 1902,    35628,      19049,     22519
 1903,    35623,      19058,     23019
 1904,    35658,      19087,     22519
 1905,    35695,      19066,     23020
 1906,    35734,      19116,     22519
 1907,    35768,      19130,     23019
 1908,    35745,      19120,     22519
 1909,    35785,      19162,     23019
 1910,    35808,      19148,     22519
 1911,    35824,      19148,     23020
 1912,    35856,      19183,     23019
 1913,    35875,      19185,     23519
 1914,    35891,      19185,     23519
 1915,    35948,      19239,     23020
 1916,    35952,      19217,     23520
 1917,    35983,      19251,     23520
 1918,    35974,      19252,     23018
 1919,    35989,      19258,     23520
 1920,    35990,      19263,     23019
 1921,    36022,      19272,     22519
 1922,    36064,      19285,     23019
 1923,    36076,      19284,     23519
 1924,    36108,      19339,     23519
 1925,    36121,      19344,     23519
 1926,    36155,      19365,     23020
 1927,    36217,      19394,     23519
 1928,    36194,      19368,     23520
 1929,    36260,      19418,     23020
 1930,    36238,      19389,     24021
 1931,    36246,      19381,     23519
 1932,    36256,      19392,     22519
 1933,    36325,      19421,     23019
 1934,    36351,      19462,     22517
 1935,    36393,      19475,     23521
 1936,    36408,      19473,     24020
 1937,    36429,      19488,     24020
 1938,    36421,      19479,     23519
 1939,    36451,      19542,     23020
 1940,    36468,      19505,     23019
 1941,    36532,      19558,     23019
 1942,    36527,      19571,     23019
 1943,    36556,      19550,     23519
 1944,    36589,      19576,     23519
 1945,    36580,      19575,     23520
 1946,    36569,      19555,     23020
 1947,    36604,      19581,     23020
 1948,    36658,      19624,     23020
 1949,    36679,      19630,     23520
 1950,    36714,      19670,     23519
 1951,    36733,      19648,     23019
 1952,    36715,      19647,     23520
 1953,    36747,      19666,     24019
 1954,    36779,      19683,     23520
 1955,    36770,      19683,     23521
 1956,    36872,      19746,     23520
 1957,    36873,      19751,     24019
 1958,    36881,      19746,     23519
 1959,    36896,      19768,     24020
 1960,    36947,      19775,     24020
 1961,    36940,      19788,     23520
 1962,    36951,      19767,     24021
 1963,    37034,      19828,     24020
 1964,    37013,      19800,     24020
 1965,    37010,      19802,     23520
 1966,    37066,      19821,     23519
 1967,    37043,      19803,     23520
 1968,    37108,      19860,     24521
 1969,    37107,      19837,     24019
 1970,    37124,      19877,     24020
 1971,    37159,      19874,     24020
 1972,    37212,      19928,     24520
 1973,    37218,      19884,     24020
 1974,    37162,      19875,     24020
 1975,    37190,      19888,     24021
 1976,    37244,      19915,     24019
 1977,    37262,      19943,     24021
 1978,    37291,      19934,     23519
 1979,    37323,      19973,     23520
 1980,    37358,      19991,     24020
 1981,    37383,      20013,     24020
 1982,    37367,      20001,     23519
 1983,    37396,      20038,     23519
 1984,    37380,      20002,     24020
 1985,    37417,      20024,     24020
 1986,    37448,      20034,     24020
 1987,    37491,      20047,     24020
 1988,    37498,      20053,     24021
 1989,    37550,      20087,     24020
 1990,    37549,      20067,     23520
 1991,    37570,      20077,     24020
 1992,    37587,      20095,     24021
 1993,    37631,      20133,     24020
 1994,    37680,      20179,     24020
 1995,    37675,      20147,     24020
 1996,    37654,      20138,     24521
 1997,    37680,      20155,     23519
 1998,    37690,      20154,     24021
 1999,    37720,      20166,     24020
 2000,    37819,      20227,     24020
 2001,    37745,      20176,     24521
 2002,    37853,      20248,     24019
 2003,    37814,      20242,     24521
 2004,    37881,      20301,     24019
 2005,    37873,      20274,     24019
 2006,    37910,      20317,     24020
 2007,    37913,      20279,     24521
 2008,    37898,      20248,     24520
 2009,    37979,      20326,     24520
 2010,    37951,      20281,     25021
 2011,    37957,      20276,     24520
 2012,    38004,      20324,     24520
 2013,    38072,      20368,     26022
 2014,    38061,      20353,     24020
 2015,    38062,      20326,     24521
 2016,    38110,      20390,     24021
 2017,    38125,      20367,     24021
 2018,    38137,      20415,     24521
 2019,    38176,      20412,     24520
 2020,    38195,      20436,     24520
 2021,    38244,      20465,     24521
 2022,    38263,      20487,     24520
 2023,    38247,      20472,     24521
 2024,    38219,      20445,     25021
 2025,    38279,      20476,     25021
 2026,    38261,      20469,     24520
 2027,    38326,      20507,     25021
 2028,    38326,      20503,     25021
 2029,    38387,      20540,     25020
 2030,    38394,      20540,     24521
 2031,    38405,      20528,     24520
 2032,    38441,      20564,     25022
 2033,    38442,      20542,     25021
 2034,    38455,      20572,     24521
 2035,    38506,      20573,     25021
 2036,    38540,      20599,     24521
 2037,    38553,      20609,     25021
 2038,    38538,      20607,     24019
 2039,    38605,      20655,     25021
 2040,    38646,      20683,     25521
 2041,    38642,      20663,     24520
 2042,    38651,      20659,     24521
 2043,    38630,      20668,     25020
 2044,    38704,      20711,     24521
 2045,    38703,      20693,     25021
 2046,    38721,      20702,     25521
 2047,    38702,      20674,     24521
 2048,    38752,      20737,     24521
 2049,    38821,      20774,     25022
 2050,    38830,      20766,     24521
 2051,    38789,      20723,     25022
 2052,    38879,      20794,     25021
 2053,    38844,      20765,     25019
 2054,    38899,      20794,     24523
 2055,    38925,      20813,     25021
 2056,    38921,      20812,     25022
 2057,    38943,      20825,     25021
 2058,    38946,      20817,     25021
 2059,    39015,      20839,     24521
 2060,    39049,      20876,     25020
 2061,    39069,      20873,     25021
 2062,    39112,      20923,     25521
 2063,    39098,      20892,     25021
 2064,    39123,      20900,     25021
 2065,    39163,      20966,     24520
 2066,    39181,      20951,     25022
 2067,    39193,      20940,     25521
 2068,    39211,      20954,     25521
 2069,    39245,      20972,     25021
 2070,    39248,      21005,     25021
 2071,    39327,      21020,     24521
 2072,    39299,      20994,     24520
 2073,    39271,      20960,     25522
 2074,    39361,      21042,     25522
 2075,    39401,      21079,     25021
 2076,    39390,      21061,     25522
 2077,    39415,      21102,     25521
 2078,    39427,      21084,     25521
 2079,    39447,      21114,     25521
 2080,    39486,      21125,     25020
 2081,    39512,      21117,     25523
 2082,    39540,      21137,     25521
 2083,    39533,      21120,     25021
 2084,    39524,      21146,     25021
 2085,    39601,      21173,     25521
 2086,    39600,      21154,     25522
 2087,    39627,      21195,     26022
 2088,    39651,      21204,     25521
 2089,    39630,      21160,     25521
 2090,    39718,      21246,     25020
 2091,    39730,      21274,     25521
 2092,    39706,      21226,     26022
 2093,    39764,      21252,     26023
 2094,    39760,      21266,     25521
 2095,    39797,      21245,     26022
 2096,    39819,      21279,     25521
 2097,    39807,      21259,     25021
 2098,    39851,      21296,     25022
 2099,    39868,      21309,     26021
 2100,    39907,      21328,     26021
 2101,    39874,      21300,     25021
 2102,    39898,      21304,     26022
 2103,    39966,      21377,     26022
 2104,    40029,      21395,     25522
 2105,    40030,      21389,     25522
 2106,    40021,      21396,     25522
 2107,    40039,      21380,     25521
 2108,    40071,      21427,     25021
 2109,    40118,      21443,     25521
 2110,    40096,      21438,     26022
 2111,    40152,      21469,     25021
 2112,    40166,      21461,     26022
 2113,    40169,      21450,     25521
 2114,    40206,      21493,     26022
 2115,    40233,      21515,     25022
 2116,    40236,      21528,     25521
 2117,    40280,      21535,     26022
 2118,    40312,      21544,     25522
 2119,    40367,      21589,     26022
 2120,    40331,      21554,     26022
 2121,    40374,      21564,     26021
 2122,    40413,      21608,     25521
 2123,    40404,      21610,     26022
 2124,    40447,      21632,     25521
 2125,    40467,      21634,     26021
 2126,    40489,      21636,     25521
 2127,    40478,      21650,     25522
 2128,    40494,      21620,     26021
 2129,    40533,      21639,     26022
 2130,    40577,      21702,     26021
 2131,    40567,      21659,     26021
 2132,    40628,      21722,     26022
 2133,    40635,      21688,     26023
 2134,    40620,      21707,     26521
 2135,    40664,      21741,     26021
 2136,    40679,      21743,     26522
 2137,    40716,      21770,     26522
 2138,    40725,      21763,     26023
 2139,    40758,      21779,     26522
 2140,    40785,      21793,     26021
 2141,    40787,      21787,     26023
 2142,    40789,      21827,     26021
 2143,    40834,      21823,     26022
 2144,    40857,      21813,     26022
 2145,    40913,      21862,     26021
 2146,    40862,      21815,     27023
 2147,    40937,      21877,     27023
 2148,    40944,      21871,     26522
 2149,    40963,      21908,     26524
 2150,    40950,      21881,     27022
 2151,    40965,      21892,     26522
 2152,    41034,      21923,     26523
 2153,    41080,      21944,     26021
 2154,    41068,      21962,     26522
 2155,    41093,      21974,     26522
 2156,    41099,      21964,     26521
 2157,    41119,      21975,     27023
 2158,    41152,      21993,     26522
 2159,    41157,      21992,     26021
 2160,    41213,      22022,     26523
 2161,    41214,      22028,     26021
 2162,    41275,      22054,     26522
 2163,    41260,      22061,     26522
 2164,    41311,      22059,     27022
 2165,    41311,      22077,     26521
 2166,    41315,      22068,     26523
 2167,    41334,      22065,     26522
 2168,    41413,      22149,     26523
 2169,    41378,      22085,     26521
 2170,    41417,      22113,     27023
 2171,    41451,      22147,     27024
 2172,    41486,      22156,     26522
 2173,    41481,      22156,     26522
 2174,    41504,      22169,     26522
 2175,    41532,      22206,     27022
 2176,    41532,      22186,     27023
 2177,    41596,      22240,     27023
 2178,    41575,      22199,     26022
 2179,    41597,      22195,     27022
 2180,    41660,      22264,     26522
 2181,    41657,      22271,     26522
 2182,    41668,      22277,     26522
 2183,    41684,      22264,     26523
 2184,    41724,      22312,     26523
 2185,    41723,      22290,     27022
 2186,    41800,      22365,     27524
 2187,    41805,      22348,     27023
 2188,    41840,      22355,     26522
 2189,    41873,      22366,     26522
 2190,    41844,      22383,     26522
 2191,    41854,      22355,     27523
 2192,    41899,      22394,     27022
 2193,    41943,      22414,     26518
 2194,    41978,      22437,     26521
 2195,    41976,      22426,     27022
 2196,    41969,      22413,     26521
 2197,    42031,      22450,     27023
 2198,    42102,      22502,     27523
 2199,    42105,      22509,     27023
 2200,    42103,      22497,     26522
 2201,    42080,      22487,     27023
 2202,    42117,      22473,     27523
 2203,    42171,      22533,     26522
 2204,    42174,      22527,     26523
 2205,    42227,      22556,     27023
 2206,    42241,      22576,     27523
 2207,    42262,      22616,     28023
 2208,    42261,      22565,     27023
 2209,    42280,      22592,     27523
 2210,    42288,      22583,     27523
 2211,    42381,      22639,     27523
 2212,    42400,      22655,     27023
 2213,    42401,      22666,     26522
 2214,    42411,      22639,     27022
 2215,    42471,      22691,     27523
 2216,    42396,      22641,     27022
 2217,    42465,      22684,     27523
 2218,    42512,      22710,     27523
 2219,    42533,      22715,     27022
 2220,    42533,      22724,     27023
 2221,    42567,      22727,     27523
 2222,    42625,      22778,     27524
 2223,    42635,      22796,     27523
 2224,    42635,      22805,     27523
 2225,    42629,      22724,     27023
 2226,    42699,      22803,     28024
 2227,    42678,      22819,     27023
 2228,    42694,      22798,     27523
 2229,    42748,      22844,     28024
 2230,    42780,      22862,     27523
 2231,    42757,      22831,     27524
 2232,    42799,      22847,     27523
 2233,    42870,      22883,     27523
 2234,    42857,      22910,     27523
 2235,    42873,      22913,     27523
 2236,    42898,      22887,     27023
 2237,    42966,      22950,     31040
 2238,    42931,      22929,     28524
 2239,    42957,      22964,     27023
 2240,    42976,      22966,     28024
 2241,    42990,      22963,     28022
 2242,    43027,      22986,     28524
 2243,    43029,      22989,     27523
 2244,    43036,      22987,     28023
 2245,    43103,      23018,     27523
 2246,    43110,      23031,     28023
 2247,    43123,      23005,     27523
 2248,    43097,      23020,     27523
 2249,    43158,      23090,     28023
 2250,    43223,      23101,     27523
 2251,    43189,      23055,     27523
 2252,    43194,      23084,     27523
 2253,    43253,      23091,     27524
 2254,    43232,      23045,     27523
 2255,    43278,      23124,     28024
 2256,    43329,      23150,     28024
 2257,    43386,      23171,     27523
 2258,    43395,      23166,     27523
 2259,    43422,      23194,     27523
 2260,    43445,      23202,     27523
 2261,    43458,      23219,     28023
 2262,    43474,      23240,     27523
 2263,    43452,      23208,     28023
 2264,    43476,      23210,     28025
 2265,    43549,      23245,     28023
 2266,    43527,      23238,     28024
 2267,    43561,      23220,     28024
 2268,    43610,      23291,     27523
 2269,    43598,      23288,     28023
 2270,    43667,      23337,     27523
 2271,    43689,      23335,     28023
 2272,    43674,      23336,     28024
 2273,    43671,      23315,     27522
 2274,    43724,      23353,     28023
 2275,    43758,      23389,     28023
 2276,    43768,      23405,     28023
 2277,    43815,      23384,     28524
 2278,    43797,      23383,     28524
 2279,    43867,      23396,     28524
 2280,    43819,      23370,     28524
 2281,    43871,      23424,     28023
 2282,    43867,      23409,     28023
 2283,    43919,      23470,     28524
 2284,    43928,      23479,     28024
 2285,    43968,      23492,     28023
 2286,    43958,      23455,     28023
 2287,    43997,      23494,     28524
 2288,    44029,      23482,     28023
 2289,    44060,      23524,     28524
 2290,    44094,      23528,     28525
 2291,    44104,      23536,     28524
 2292,    44113,      23547,     28524
 2293,    44093,      23528,     28525
 2294,    44182,      23591,     28524
 2295,    44189,      23570,     28024
 2296,    44210,      23603,     28524
 2297,    44227,      23592,     28023
 2298,    44288,      23622,     28024
 2299,    44274,      23640,     28525
 2300,    44282,      23614,     28524
 2301,    44334,      23661,     28523
 2302,    44379,      23714,     28023
 2303,    44369,      23696,     28524
 2304,    44370,      23702,     28524
 2305,    44389,      23700,     29024
 2306,    44461,      23749,     29025
 2307,    44479,      23775,     29524
 2308,    44471,      23756,     29025
 2309,    44446,      23721,     28025
 2310,    44505,      23770,     28523
 2311,    44480,      23723,     28524
 2312,    44545,      23755,     28524
 2313,    44566,      23776,     29025
 2314,    44598,      23790,     28525
 2315,    44655,      23863,     29023
 2316,    44663,      23870,     28524
 2317,    44654,      23854,     29025
 2318,    44714,      23886,     28524
 2319,    44688,      23884,     29025
 2320,    44749,      23901,     28523
 2321,    44744,      23876,     29024
 2322,    44822,      23938,     29525
 2323,    44841,      23906,     28524
 2324,    44852,      23901,     29025
 2325,    44883,      23945,     28524
 2326,    44890,      23990,     28524
 2327,    44873,      23940,     29025
 2328,    44906,      23959,     29025
 2329,    44965,      23982,     28524
 2330,    44964,      23986,     29025
 2331,    44957,      23979,     28524
 2332,    45042,      24046,     29526
 2333,    45042,      24040,     29024
 2334,    45059,      24071,     29023
 2335,    45066,      24053,     29025
 2336,    45136,      24118,     28525
 2337,    45142,      24122,     29025
 2338,    45126,      24098,     29025
 2339,    45156,      24145,     28524
 2340,    45191,      24116,     29526
 2341,    45205,      24131,     29525
 2342,    45234,      24151,     32026
 2343,    45292,      24161,     29525
 2344,    45278,      24187,     29526
 2345,    45341,      24204,     29025
 2346,    45341,      24181,     29025
 2347,    45355,      24197,     29024
 2348,    45395,      24247,     29025
 2349,    45444,      24270,     28526
 2350,    45453,      24268,     29525
 2351,    45446,      24271,     29525
 2352,    45454,      24257,     30025
 2353,    45501,      24294,     29524
 2354,    45513,      24306,     29024
 2355,    45557,      24314,     29525
 2356,    45606,      24346,     29024
 2357,    45593,      24338,     29025
 2358,    45606,      24323,     29525
 2359,    45623,      24377,     29025
 2360,    45638,      24374,     29026
 2361,    45708,      24433,     29024
 2362,    45698,      24413,     29525
 2363,    45746,      24428,     29525
 2364,    45722,      24414,     29525
 2365,    45734,      24440,     29024
 2366,    45750,      24445,     29525
 2367,    45813,      24458,     29525
 2368,    45827,      24476,     30025
 2369,    45858,      24456,     29525
 2370,    45886,      24452,     29525
 2371,    45917,      24487,     29024
 2372,    45918,      24502,     29525
 2373,    45945,      24530,     30026
 2374,    45940,      24497,     29525
 2375,    45986,      24553,     29525
 2376,    46001,      24564,     30025
 2377,    46008,      24552,     29525
 2378,    46006,      24536,     29025
 2379,    46041,      24563,     29025
 2380,    46095,      24616,     29525
 2381,    46101,      24611,     30025
 2382,    46125,      24636,     29525
 2383,    46137,      24625,     29525
 2384,    46191,      24673,     29525
 2385,    46248,      24665,     30025
 2386,    46247,      24659,     29525
 2387,    46232,      24674,     29525
 2388,    46291,      24727,     30025
 2389,    46297,      24708,     30025
 2390,    46341,      24751,     30525
 2391,    46367,      24771,     29525
 2392,    46341,      24744,     30025
 2393,    46441,      24780,     29525
 2394,    46440,      24796,     29525
 2395,    46453,      24780,     30025
 2396,    46490,      24837,     30025
 2397,    46497,      24797,     30025
 2398,    46488,      24839,     32027
 2399,    46553,      24859,     30025
 2400,    46574,      24861,     30026
 2401,    46511,      24807,     29525
 2402,    46589,      24847,     30025
 2403,    46602,      24888,     30526
 2404,    46656,      24890,     29525
 2405,    46654,      24903,     30025
 2406,    46654,      24914,     30025
 2407,    46693,      24913,     29526
 2408,    46767,      24945,     30025
 2409,    46772,      24936,     30024
 2410,    46764,      24959,     30526
 2411,    46808,      24982,     30526
 2412,    46785,      24996,     30026
 2413,    46812,      24999,     30525
 2414,    46896,      25069,     30525
 2415,    46859,      25022,     29525
 2416,    46936,      25053,     30026
 2417,    46898,      25038,     30026
 2418,    46957,      25038,     30025
 2419,    47023,      25100,     30025
 2420,    47008,      25104,     30025
 2421,    46998,      25053,     30025
 2422,    47059,      25105,     30025
 2423,    47042,      25138,     30526
 2424,    47078,      25126,     30525
 2425,    47102,      25150,     30025
 2426,    47159,      25179,     30526
 2427,    47170,      25192,     30025
 2428,    47216,      25219,     30025
 2429,    47176,      25160,     30025
 2430,    47246,      25204,     29524
 2431,    47264,      25226,     30026
 2432,    47286,      25281,     30025
 2433,    47285,      25266,     30025
 2434,    47313,      25260,     30026
 2435,    47352,      25274,     30025
 2436,    47358,      25281,     30025
 2437,    47404,      25304,     29525
 2438,    47414,      25305,     30525
 2439,    47431,      25336,     30526
 2440,    47440,      25351,     31026
 2441,    47510,      25376,     31027
 2442,    47505,      25354,     30526
 2443,    47505,      25355,     30526
 2444,    47526,      25352,     30526
 2445,    47578,      25402,     30526
 2446,    47608,      25386,     30526
 2447,    47603,      25411,     30526
 2448,    47698,      25473,     30526
 2449,    47659,      25452,     30525
 2450,    47695,      25469,     30525
 2451,    47695,      25438,     30025
 2452,    47760,      25481,     31026
 2453,    47766,      25516,     30526
 2454,    47816,      25535,     30526
 2455,    47845,      25555,     30526
 2456,    47814,      25533,     30527
 2457,    47874,      25539,     30526
 2458,    47812,      25522,     31026
 2459,    47880,      25555,     30525
 2460,    47924,      25596,     31026
 2461,    47930,      25591,     30527
