 n, quick_cmp, quick_swaps, quick_time
 0,         0,           0,          0
 1,         0,           0,          0
 2,         2,           2,          0
 3,         5,           2,          0
 4,        11,           4,          0
 5,        17,           6,          0
 6,        22,           8,          0
 7,        34,          10,          0
 8,        32,          11,          0
 9,        38,          13,        500
10,        50,          15,          0
