    n, quick_cmp, quick_swaps, quick_time
 1156,     19900,        3652,      10508
 1157,     20158,        3611,      10508
 1158,     19519,        3696,      10508
 1159,     19674,        3632,      10508
 1160,     19692,        3622,      11009
 1161,     19669,        3631,      11009
 1162,     19876,        3674,      11009
 1163,     20006,        3624,      10509
 1164,     20061,        3669,      11009
 1165,     19938,        3649,      11009
 1166,     20257,        3655,      10508
 1167,     20248,        3640,      10508
 1168,     20814,        3670,      11009
 1169,     19578,        3677,      10508
 1170,     20081,        3708,      10508
 1171,     20197,        3684,      11009
 1172,     19967,        3633,      10508
 1173,     19986,        3693,      10509
 1174,     20740,        3686,      10508
 1175,     20686,        3708,      11009
 1176,     20380,        3666,      11009
 1177,     20342,        3676,      11008
 1178,     19855,        3746,      11010
 1179,     20340,        3718,      11008
 1180,     20474,        3741,      11009
 1181,     20089,        3710,      10508
 1182,     20326,        3666,      10508
 1183,     20590,        3665,      11009
 1184,     20731,        3679,      11009
 1185,     20499,        3728,      10509
 1186,     20153,        3749,      11009
 1187,     20294,        3759,      10508
 1188,     20259,        3756,      11010
 1189,     20484,        3665,      11008
 1190,     21133,        3703,      10508
 1191,     20914,        3777,      11008
 1192,     20362,        3789,      11008
 1193,     20208,        3786,      11009
 1194,     20429,        3764,      11008
 1195,     20911,        3727,      11009
 1196,     22023,        3720,      11509
 1197,     20608,        3781,      10508
 1198,     20471,        3766,      11008
 1199,     20786,        3762,      11008
 1200,     20692,        3755,      11009
 1201,     20010,        3843,      10508
 1202,     22134,        3699,      11510
 1203,     20789,        3770,      11009
 1204,     20460,        3773,      11010
 1205,     21273,        3734,      11510
 1206,     20371,        3812,      11009
 1207,     20922,        3763,      11509
 1208,     20551,        3816,      11009
 1209,     20787,        3803,      11009
 1210,     20727,        3823,      11009
 1211,     21989,        3799,      11508
 1212,     21850,        3809,      11508
 1213,     21205,        3779,      11509
 1214,     20396,        3882,      11009
 1215,     20932,        3863,      11008
 1216,     21088,        3786,      11509
 1217,     21891,        3761,      11510
 1218,     20585,        3864,      11009
 1219,     20628,        3866,      11008
 1220,     22134,        3755,      12010
 1221,     20702,        3876,      11009
 1222,     21420,        3821,      11008
 1223,     21743,        3837,      11509
 1224,     20668,        3873,      11009
 1225,     21057,        3862,      11510
 1226,     20896,        3905,      11010
 1227,     21286,        3868,      11510
 1228,     22271,        3849,      11509
 1229,     20926,        3902,      11508
 1230,     20703,        3910,      11009
 1231,     20683,        3906,      11009
 1232,     21106,        3903,      11509
 1233,     22570,        3842,      12010
 1234,     21096,        3884,      11008
 1235,     21317,        3875,      11510
 1236,     22675,        3821,      12009
 1237,     21426,        3868,      11509
 1238,     21318,        3909,      11509
 1239,     21325,        3912,      11509
 1240,     21516,        3890,      11509
 1241,     22070,        3834,      11009
 1242,     21789,        3931,      11509
 1243,     20975,        3913,      11509
 1244,     21329,        3935,      11509
 1245,     21992,        3920,      11510
 1246,     22377,        3907,      12009
 1247,     21488,        3919,      11508
 1248,     22034,        3903,      12010
 1249,     21633,        3894,      11509
 1250,     21419,        3941,      11510
 1251,     21576,        3945,      11509
 1252,     21808,        3945,      12010
 1253,     22411,        3928,      12009
 1254,     21879,        3938,      11509
 1255,     21925,        3911,      11509
 1256,     22048,        3918,      12010
 1257,     21755,        3977,      11510
 1258,     22171,        3930,      11510
 1259,     22041,        3959,      12010
 1260,     22122,        3917,      11509
 1261,     23189,        3949,      12010
 1262,     22003,        3956,      11509
 1263,     22177,        3971,      11510
 1264,     22071,        3969,      11510
 1265,     23005,        3925,      12011
 1266,     22467,        3965,      11509
 1267,     21755,        4032,      11510
 1268,     21708,        4056,      11509
 1269,     23009,        3972,      12010
 1270,     22579,        4020,      12010
 1271,     22259,        3997,      12010
 1272,     22643,        3998,      11508
 1273,     22915,        4005,      12010
 1274,     22140,        4000,      11509
 1275,     22178,        4029,      12010
 1276,     22521,        4005,      12010
 1277,     22156,        4049,      11509
 1278,     22490,        3985,      12010
 1279,     22327,        4067,      12010
 1280,     22452,        4025,      12010
 1281,     22331,        4057,      11509
 1282,     22636,        4005,      11509
 1283,     22363,        4053,      11509
 1284,     22479,        4046,      12009
 1285,     22547,        4065,      12010
 1286,     23138,        4034,      12510
 1287,     22086,        4099,      11509
 1288,     22104,        4093,      12010
 1289,     23485,        4067,      12010
 1290,     22956,        4011,      11509
 1291,     23212,        4076,      12010
 1292,     22922,        4081,      12010
 1293,     22023,        4101,      11509
 1294,     23155,        4066,      12510
 1295,     22970,        4086,      12010
 1296,     22628,        4110,      12511
 1297,     23160,        4052,      12510
 1298,     22083,        4140,      11509
 1299,     22307,        4088,      12010
 1300,     22876,        4085,      12010
 1301,     23406,        4102,      12010
 1302,     22717,        4122,      11509
 1303,     22648,        4143,      12511
 1304,     22706,        4143,      12510
 1305,     22562,        4168,      12009
 1306,     22504,        4195,      12010
 1307,     22376,        4202,      12009
 1308,     23172,        4149,      12510
 1309,     23485,        4115,      12510
 1310,     23257,        4176,      12010
 1311,     23615,        4101,      12510
 1312,     23210,        4111,      12511
 1313,     22638,        4174,      11509
 1314,     23365,        4179,      12510
 1315,     23561,        4171,      12510
 1316,     22762,        4154,      12511
 1317,     24037,        4119,      13010
 1318,     23224,        4157,      12010
 1319,     22884,        4179,      12010
 1320,     23141,        4203,      12010
 1321,     23639,        4221,      12511
 1322,     23025,        4207,      12510
 1323,     23444,        4203,      12010
 1324,     23623,        4208,      12510
 1325,     23309,        4207,      12510
 1326,     23577,        4168,      12511
 1327,     23114,        4182,      12010
 1328,     22902,        4235,      12010
 1329,     23891,        4210,      12511
 1330,     23473,        4221,      12510
 1331,     23495,        4218,      12511
 1332,     23423,        4245,      12510
 1333,     22979,        4283,      12010
 1334,     23732,        4285,      12510
 1335,     23020,        4230,      12010
 1336,     23126,        4233,      12009
 1337,     24212,        4145,      12510
 1338,     23247,        4303,      12510
 1339,     23309,        4318,      12510
 1340,     23666,        4251,      12509
 1341,     23633,        4259,      12510
 1342,     23558,        4269,      12510
 1343,     23378,        4346,      12510
 1344,     24225,        4239,      12510
 1345,     22966,        4316,      12511
 1346,     23333,        4267,      12510
 1347,     23775,        4271,      12510
 1348,     24058,        4313,      12510
 1349,     23307,        4318,      12510
 1350,     23644,        4343,      13011
 1351,     23738,        4351,      12509
 1352,     23750,        4289,      12511
 1353,     23728,        4256,      12510
 1354,     24241,        4319,      13010
 1355,     23804,        4304,      12509
 1356,     23486,        4313,      12509
 1357,     23444,        4361,      12510
 1358,     24791,        4327,      13011
 1359,     24537,        4246,      13011
 1360,     23945,        4364,      13011
 1361,     23879,        4355,      13010
 1362,     23824,        4366,      12510
 1363,     24411,        4368,      13010
 1364,     24254,        4334,      12510
 1365,     24601,        4360,      13011
 1366,     24117,        4367,      12511
 1367,     24628,        4365,      13010
 1368,     25072,        4348,      13010
 1369,     23874,        4425,      13011
 1370,     24484,        4367,      12510
 1371,     24550,        4379,      13010
 1372,     24397,        4368,      13010
 1373,     24960,        4395,      13010
 1374,     25053,        4302,      13510
 1375,     25234,        4338,      13010
 1376,     24818,        4352,      13510
 1377,     23757,        4403,      12510
 1378,     24911,        4386,      13512
 1379,     24317,        4399,      13010
 1380,     24533,        4430,      13011
 1381,     24545,        4394,      13010
 1382,     24350,        4450,      13010
 1383,     24205,        4469,      13010
 1384,     24137,        4416,      13010
 1385,     24553,        4435,      13011
 1386,     24592,        4406,      13010
 1387,     24700,        4465,      13010
 1388,     25113,        4406,      13510
 1389,     24588,        4460,      13010
 1390,     24681,        4442,      13010
 1391,     25148,        4436,      13510
 1392,     24635,        4445,      13011
 1393,     24565,        4437,      13010
 1394,     24456,        4458,      12510
 1395,     24585,        4467,      13010
 1396,     24378,        4465,      13010
 1397,     24650,        4487,      13010
 1398,     24175,        4450,      13010
 1399,     24002,        4496,      13010
 1400,     25542,        4442,      13010
 1401,     25651,        4483,      13511
 1402,     24955,        4497,      13511
 1403,     25760,        4497,      13511
 1404,     25463,        4464,      13511
 1405,     24694,        4547,      13010
 1406,     24298,        4582,      13511
 1407,     25201,        4463,      13511
 1408,     24688,        4505,      13011
 1409,     25453,        4478,      13510
 1410,     24545,        4527,      13011
 1411,     25157,        4522,      13012
 1412,     24561,        4571,      13011
 1413,     25833,        4513,      13011
 1414,     26235,        4512,      14012
 1415,     24803,        4558,      13011
 1416,     25102,        4530,      13011
 1417,     24491,        4558,      13011
 1418,     26781,        4478,      14012
 1419,     26789,        4457,      14011
 1420,     27134,        4450,      14011
 1421,     26459,        4486,      14012
 1422,     26162,        4539,      14012
 1423,     25612,        4510,      13511
 1424,     24308,        4640,      13011
 1425,     25882,        4523,      13010
 1426,     25301,        4526,      13511
 1427,     24792,        4628,      13010
 1428,     25255,        4595,      13512
 1429,     25378,        4559,      13011
 1430,     24862,        4658,      13011
 1431,     25598,        4597,      13512
 1432,     25292,        4611,      13011
 1433,     24653,        4657,      13011
 1434,     25473,        4634,      13511
 1435,     25265,        4670,      13511
 1436,     25225,        4634,      13511
 1437,     25761,        4600,      13011
 1438,     25741,        4637,      14011
 1439,     25203,        4689,      13011
 1440,     25916,        4641,      13512
 1441,     25319,        4589,      13511
 1442,     26183,        4587,      14012
 1443,     25755,        4629,      13511
 1444,     27138,        4611,      14011
 1445,     25011,        4657,      13010
 1446,     26701,        4573,      14011
 1447,     25169,        4617,      13010
 1448,     26650,        4615,      14513
 1449,     26194,        4598,      13512
 1450,     26264,        4635,      14011
 1451,     24936,        4774,      13011
 1452,     25555,        4609,      13512
 1453,     26509,        4614,      14012
 1454,     27015,        4647,      14012
 1455,     26172,        4630,      13511
 1456,     26477,        4628,      14012
 1457,     26326,        4683,      14011
 1458,     25700,        4720,      13511
 1459,     26407,        4676,      14011
 1460,     26289,        4679,      14012
 1461,     26721,        4704,      14011
 1462,     25933,        4710,      14512
 1463,     26507,        4665,      15012
 1464,     26132,        4720,      14012
 1465,     25607,        4743,      13511
 1466,     27042,        4638,      14512
 1467,     26140,        4708,      13510
 1468,     26243,        4762,      14011
 1469,     26917,        4710,      14011
 1470,     26878,        4726,      14011
 1471,     26836,        4738,      14011
 1472,     25661,        4791,      13511
 1473,     26066,        4729,      14011
 1474,     26730,        4727,      14012
 1475,     26614,        4720,      14012
 1476,     25380,        4773,      14011
 1477,     26015,        4731,      13511
 1478,     26913,        4694,      14012
 1479,     25805,        4814,      14011
 1480,     25710,        4787,      14013
 1481,     26172,        4767,      14010
 1482,     26271,        4774,      14011
 1483,     27456,        4774,      14512
 1484,     26347,        4781,      14011
 1485,     26367,        4847,      14512
 1486,     26837,        4777,      14012
 1487,     26816,        4787,      14011
 1488,     26930,        4783,      14012
 1489,     27403,        4793,      14512
 1490,     26470,        4765,      14012
 1491,     25571,        4826,      13511
 1492,     26092,        4863,      14011
 1493,     26297,        4879,      14011
 1494,     25679,        4846,      14011
 1495,     26024,        4862,      13510
 1496,     26781,        4880,      14011
 1497,     26149,        4856,      13511
 1498,     26374,        4868,      14011
 1499,     27491,        4801,      14011
 1500,     26102,        4821,      14012
 1501,     27445,        4833,      14012
 1502,     27350,        4820,      14012
 1503,     26983,        4859,      14512
 1504,     26589,        4821,      13512
 1505,     26229,        4863,      14012
 1506,     26321,        4897,      13511
 1507,     26769,        4811,      14012
 1508,     26997,        4866,      14513
 1509,     26540,        4842,      14011
 1510,     27292,        4905,      14512
 1511,     27675,        4810,      14511
 1512,     28766,        4778,      15013
 1513,     27694,        4874,      14512
 1514,     26883,        4906,      14513
 1515,     27861,        4841,      14512
 1516,     27746,        4897,      15012
 1517,     27682,        4897,      14512
 1518,     27333,        4862,      14013
 1519,     27447,        4914,      14512
 1520,     26444,        4952,      14010
 1521,     27518,        4873,      14511
 1522,     27085,        4900,      14512
 1523,     27791,        4911,      14011
 1524,     26826,        4980,      14012
 1525,     27324,        4954,      14512
 1526,     27047,        4976,      14012
 1527,     26912,        4971,      14513
 1528,     27884,        4905,      14513
 1529,     27186,        4978,      14011
 1530,     28195,        4887,      15012
 1531,     26911,        4979,      14512
 1532,     27286,        4940,      14512
 1533,     27897,        4910,      15012
 1534,     27482,        4922,      15012
 1535,     27503,        4963,      14511
 1536,     28297,        4961,      15012
 1537,     28250,        4891,      14512
 1538,     27282,        5009,      14012
 1539,     28158,        4931,      14512
 1540,     27475,        5016,      14511
 1541,     27961,        4987,      15013
 1542,     28808,        4962,      15012
 1543,     28012,        4979,      15012
 1544,     28793,        4926,      15513
 1545,     28814,        4896,      15512
 1546,     27811,        5016,      14512
 1547,     27447,        5028,      14512
 1548,     27591,        5020,      15012
 1549,     28189,        4974,      15012
 1550,     28140,        4947,      14512
 1551,     27734,        5018,      14512
 1552,     27295,        5088,      14512
 1553,     28188,        4985,      15012
 1554,     27521,        5047,      14512
 1555,     27626,        5068,      14512
 1556,     26912,        5047,      14512
 1557,     28270,        5019,      15012
 1558,     28202,        5064,      15012
 1559,     28479,        4992,      15012
 1560,     27745,        5081,      15012
 1561,     29028,        5001,      15012
 1562,     29348,        5009,      15012
 1563,     28864,        4976,      15513
 1564,     29026,        5000,      15012
 1565,     28679,        5089,      15012
 1566,     29029,        5050,      15514
 1567,     28374,        5065,      15013
 1568,     27712,        5094,      14511
 1569,     27670,        5084,      14511
 1570,     28892,        5053,      15512
 1571,     28391,        5077,      15012
 1572,     28656,        5066,      15012
 1573,     28586,        5080,      15012
 1574,     27983,        5126,      15013
 1575,     28194,        5082,      15012
 1576,     28621,        5136,      15012
 1577,     28910,        5101,      15513
 1578,     28808,        5101,      15012
 1579,     28500,        5117,      15013
 1580,     29318,        5077,      15512
 1581,     28121,        5179,      14512
 1582,     28188,        5144,      14511
 1583,     28745,        5049,      15012
 1584,     28222,        5178,      15012
 1585,     28624,        5098,      15012
 1586,     28687,        5118,      15514
 1587,     28481,        5118,      15012
 1588,     28784,        5136,      15512
 1589,     28243,        5198,      15011
 1590,     28675,        5141,      15012
 1591,     27933,        5181,      15012
 1592,     28139,        5158,      14511
 1593,     28669,        5212,      15012
 1594,     29119,        5180,      15513
 1595,     28837,        5201,      15013
 1596,     28788,        5157,      15512
 1597,     28849,        5150,      15512
 1598,     28426,        5179,      15012
 1599,     29976,        5192,      16013
 1600,     28589,        5206,      15512
 1601,     28785,        5231,      15513
 1602,     29210,        5163,      15512
 1603,     29807,        5242,      15512
 1604,     29284,        5173,      15512
 1605,     29345,        5192,      16013
 1606,     28722,        5211,      15012
 1607,     29008,        5214,      15012
 1608,     28649,        5219,      15012
 1609,     28823,        5258,      15513
 1610,     28999,        5234,      15512
 1611,     29116,        5199,      15513
 1612,     28876,        5238,      15513
 1613,     28904,        5224,      15513
 1614,     28090,        5240,      15011
 1615,     29406,        5241,      15512
 1616,     29405,        5296,      15513
 1617,     29453,        5233,      15512
 1618,     30256,        5231,      16014
 1619,     29010,        5279,      15012
 1620,     29195,        5331,      15512
 1621,     29470,        5246,      15512
 1622,     29454,        5287,      15513
 1623,     29638,        5297,      15513
 1624,     29409,        5297,      15512
 1625,     29294,        5252,      15513
 1626,     30164,        5298,      15512
 1627,     30103,        5296,      15513
 1628,     29836,        5290,      15512
 1629,     29220,        5253,      15513
 1630,     29299,        5296,      15513
 1631,     28723,        5320,      15513
 1632,     30641,        5225,      16013
 1633,     29732,        5279,      15512
 1634,     30012,        5295,      16014
 1635,     29116,        5285,      15513
 1636,     30089,        5252,      16013
 1637,     29897,        5294,      15513
 1638,     30335,        5275,      16013
 1639,     29822,        5327,      16013
 1640,     29282,        5342,      15512
 1641,     29677,        5338,      16014
 1642,     29946,        5281,      16013
 1643,     30316,        5393,      15512
 1644,     30696,        5371,      16013
 1645,     29654,        5345,      15012
 1646,     30838,        5316,      16514
 1647,     30493,        5308,      15513
 1648,     28994,        5438,      15512
 1649,     30401,        5332,      16012
 1650,     29382,        5386,      15513
 1651,     29774,        5374,      16013
 1652,     29398,        5340,      15013
 1653,     30980,        5320,      16013
 1654,     30201,        5368,      16013
 1655,     30247,        5368,      16013
 1656,     29600,        5440,      15514
 1657,     30056,        5422,      15513
 1658,     30880,        5313,      18016
 1659,     29734,        5461,      15513
 1660,     29406,        5434,      15513
 1661,     30613,        5420,      16013
 1662,     29184,        5437,      16014
 1663,     31665,        5337,      16514
 1664,     31459,        5366,      16513
 1665,     30193,        5372,      16013
 1666,     29679,        5466,      16013
 1667,     29943,        5458,      16014
 1668,     30367,        5445,      16013
 1669,     30308,        5436,      15513
 1670,     30316,        5461,      16513
 1671,     29996,        5458,      16013
 1672,     31092,        5444,      16013
 1673,     30200,        5406,      16013
 1674,     29775,        5546,      16014
 1675,     30233,        5435,      16515
 1676,     30270,        5456,      16013
 1677,     30517,        5455,      16513
 1678,     30560,        5442,      16514
 1679,     30733,        5380,      16013
 1680,     30470,        5437,      16013
 1681,     31042,        5434,      16515
 1682,     30918,        5474,      16514
 1683,     31032,        5476,      16514
 1684,     30492,        5461,      16013
 1685,     30523,        5476,      16013
 1686,     30435,        5532,      16013
 1687,     31655,        5521,      17015
 1688,     31658,        5531,      16514
 1689,     31550,        5531,      16514
 1690,     31119,        5446,      16514
 1691,     31564,        5474,      16515
 1692,     30999,        5477,      16514
 1693,     31305,        5505,      16013
 1694,     31407,        5525,      16514
 1695,     30612,        5474,      16013
 1696,     32074,        5495,      17014
 1697,     31041,        5576,      16013
 1698,     31076,        5527,      16514
 1699,     31332,        5532,      16514
 1700,     31054,        5530,      16514
 1701,     30894,        5546,      16014
 1702,     31777,        5539,      16514
 1703,     31594,        5574,      16513
 1704,     31030,        5562,      16515
 1705,     30494,        5590,      16013
 1706,     32360,        5454,      16514
 1707,     31155,        5559,      16514
 1708,     31199,        5541,      16012
 1709,     30904,        5543,      16514
 1710,     31360,        5600,      17015
 1711,     32413,        5520,      17015
 1712,     31909,        5570,      19016
 1713,     31589,        5628,      17014
 1714,     32575,        5547,      17514
 1715,     31559,        5580,      16514
 1716,     31028,        5591,      16513
 1717,     31338,        5606,      16513
 1718,     32147,        5540,      16514
 1719,     32127,        5544,      16514
 1720,     32249,        5550,      17014
 1721,     30752,        5599,      16013
 1722,     32269,        5601,      17014
 1723,     32476,        5659,      17014
 1724,     31920,        5622,      17014
 1725,     32395,        5614,      17014
 1726,     31385,        5635,      17014
 1727,     31932,        5619,      16514
 1728,     31457,        5624,      17014
 1729,     31508,        5705,      16513
 1730,     31479,        5627,      17014
 1731,     31930,        5617,      17014
 1732,     31519,        5669,      17014
 1733,     31853,        5610,      17014
 1734,     31272,        5658,      17014
 1735,     30971,        5670,      16514
 1736,     32004,        5649,      17014
 1737,     32571,        5598,      17014
 1738,     31347,        5676,      16013
 1739,     32058,        5639,      17014
 1740,     32227,        5601,      16514
 1741,     31854,        5643,      16513
 1742,     32079,        5654,      17014
 1743,     32284,        5671,      17014
 1744,     32252,        5718,      17014
 1745,     33242,        5669,      17515
 1746,     31831,        5681,      16514
 1747,     32316,        5605,      17014
 1748,     32050,        5745,      17014
 1749,     33074,        5711,      17514
 1750,     32385,        5732,      17014
 1751,     31650,        5724,      16514
 1752,     33475,        5643,      17014
 1753,     33495,        5653,      17514
 1754,     32867,        5667,      17514
 1755,     33161,        5654,      17514
 1756,     33168,        5636,      17515
 1757,     31949,        5749,      17014
 1758,     31661,        5815,      16013
 1759,     33271,        5713,      17014
 1760,     33086,        5758,      17515
 1761,     31672,        5817,      17014
 1762,     31810,        5791,      17014
 1763,     32571,        5727,      17014
 1764,     32737,        5752,      17014
 1765,     32085,        5779,      16514
 1766,     33001,        5792,      17515
 1767,     32804,        5745,      17014
 1768,     33170,        5750,      17515
 1769,     32404,        5711,      17015
 1770,     33052,        5749,      17014
 1771,     32868,        5778,      17014
 1772,     33003,        5763,      17014
 1773,     33247,        5810,      17515
 1774,     33366,        5785,      18015
 1775,     33238,        5754,      17514
 1776,     33479,        5753,      18014
 1777,     33110,        5765,      17014
 1778,     31981,        5816,      17514
 1779,     32902,        5804,      17014
 1780,     32679,        5843,      17514
 1781,     33738,        5745,      18014
 1782,     32419,        5872,      17014
 1783,     32437,        5858,      17014
 1784,     32536,        5895,      17514
 1785,     32660,        5811,      17014
 1786,     32078,        5880,      16514
 1787,     32291,        5861,      17013
 1788,     32955,        5848,      17514
 1789,     34792,        5760,      18014
 1790,     34869,        5780,      18516
 1791,     33667,        5807,      18014
 1792,     34545,        5738,      18516
 1793,     33186,        5884,      17514
 1794,     32586,        5890,      17014
 1795,     33961,        5828,      18014
 1796,     33704,        5842,      18015
 1797,     33244,        5845,      17515
 1798,     33780,        5891,      18015
 1799,     34310,        5871,      18015
 1800,     33033,        5892,      17514
 1801,     33045,        5917,      18015
 1802,     32835,        5934,      17514
 1803,     32810,        5925,      17014
 1804,     33000,        5904,      17014
 1805,     32817,        5900,      17014
 1806,     33484,        5874,      17514
 1807,     34157,        5854,      18015
 1808,     34444,        5785,      18015
 1809,     34890,        5902,      18015
 1810,     33768,        5897,      17514
 1811,     33559,        5896,      18015
 1812,     32674,        5964,      17515
 1813,     34271,        5944,      18016
 1814,     33315,        5925,      17514
 1815,     32854,        5937,      17014
 1816,     32935,        5954,      17014
 1817,     32598,        6036,      16513
 1818,     32864,        6008,      17015
 1819,     33354,        5901,      17515
 1820,     32833,        5991,      17015
 1821,     32846,        5992,      17014
 1822,     34384,        5952,      17514
 1823,     33046,        5978,      17014
 1824,     33227,        6004,      17014
 1825,     33819,        5924,      18015
 1826,     33964,        6017,      17515
 1827,     35928,        5887,      18515
 1828,     34037,        6000,      18015
 1829,     34349,        5955,      17514
 1830,     35379,        5969,      19516
 1831,     35490,        5936,      18515
 1832,     34056,        5969,      17514
 1833,     34755,        5903,      18015
 1834,     35805,        5954,      18516
 1835,     33989,        5913,      17514
 1836,     35266,        5971,      18015
 1837,     34039,        5964,      18014
 1838,     34725,        6022,      18516
 1839,     34399,        6044,      18015
 1840,     35436,        5932,      19015
 1841,     34094,        6002,      18015
 1842,     33890,        6031,      18015
 1843,     33833,        6044,      18015
 1844,     34399,        6056,      18516
 1845,     35248,        6003,      18515
 1846,     34432,        6024,      18014
 1847,     34056,        6046,      18015
 1848,     34917,        6034,      18515
 1849,     34388,        6014,      18516
 1850,     34546,        6001,      18014
 1851,     34400,        6017,      18015
 1852,     33742,        6089,      17515
 1853,     33807,        6072,      18015
 1854,     33845,        6115,      17514
 1855,     34837,        6117,      18515
 1856,     33408,        6114,      17514
 1857,     34380,        6076,      18516
 1858,     33763,        6096,      18015
 1859,     34696,        6082,      18516
 1860,     33623,        6126,      17514
 1861,     35747,        6063,      18515
 1862,     36432,        5994,      19016
 1863,     35607,        6051,      18516
 1864,     35205,        6059,      18515
 1865,     35003,        6063,      18015
 1866,     34960,        6085,      18515
 1867,     35821,        6059,      18515
 1868,     36610,        6069,      19016
 1869,     35770,        6107,      19016
 1870,     35106,        6023,      18515
 1871,     33538,        6205,      18016
 1872,     34752,        6140,      18015
 1873,     34493,        6138,      18015
 1874,     33832,        6196,      18515
 1875,     35005,        6117,      18515
 1876,     34693,        6171,      18516
 1877,     34598,        6178,      18015
 1878,     33791,        6241,      18015
 1879,     34515,        6148,      18015
 1880,     35118,        6157,      18516
 1881,     35018,        6182,      18516
 1882,     34816,        6165,      18016
 1883,     35093,        6141,      20517
 1884,     34645,        6188,      18516
 1885,     36296,        6107,      19016
 1886,     35785,        6148,      18515
 1887,     35470,        6168,      18516
 1888,     35216,        6187,      18515
 1889,     35329,        6201,      18515
 1890,     35077,        6196,      19015
 1891,     36014,        6198,      19015
 1892,     37066,        6114,      19516
 1893,     34742,        6252,      20017
 1894,     35178,        6212,      18515
 1895,     34936,        6223,      18015
 1896,     35577,        6258,      19016
 1897,     35756,        6200,      18515
 1898,     34951,        6117,      18515
 1899,     34668,        6195,      18516
 1900,     35440,        6261,      18516
 1901,     35449,        6265,      18515
 1902,     37689,        6186,      20017
 1903,     36656,        6180,      19016
 1904,     36355,        6215,      19016
 1905,     34944,        6274,      18515
 1906,     36092,        6204,      19016
 1907,     35389,        6281,      19016
 1908,     35391,        6260,      18516
 1909,     34591,        6317,      18015
 1910,     36057,        6253,      19017
 1911,     35223,        6339,      18516
 1912,     35497,        6259,      19016
 1913,     36131,        6278,      19516
 1914,     37212,        6174,      19016
 1915,     34800,        6356,      18515
 1916,     35350,        6334,      18515
 1917,     36418,        6209,      19016
 1918,     35947,        6245,      18516
 1919,     35537,        6347,      18515
 1920,     35384,        6341,      18515
 1921,     35549,        6401,      18516
 1922,     36939,        6237,      19016
 1923,     35633,        6321,      18516
 1924,     36047,        6271,      19016
 1925,     36734,        6214,      19518
 1926,     36178,        6300,      19016
 1927,     35860,        6340,      19016
 1928,     36574,        6301,      19015
 1929,     35598,        6330,      19016
 1930,     37274,        6312,      19515
 1931,     35899,        6349,      19016
 1932,     36346,        6303,      18516
 1933,     35826,        6385,      18015
 1934,     35609,        6343,      20518
 1935,     34973,        6400,      18015
 1936,     36605,        6286,      18516
 1937,     35995,        6432,      19016
 1938,     35337,        6490,      19016
 1939,     35246,        6385,      18515
 1940,     36039,        6397,      18516
 1941,     37487,        6340,      19016
 1942,     36625,        6353,      19016
 1943,     35729,        6436,      19015
 1944,     35902,        6426,      19015
 1945,     35749,        6440,      19015
 1946,     35427,        6411,      19016
 1947,     35183,        6434,      19016
 1948,     36212,        6422,      19016
 1949,     37557,        6376,      19516
 1950,     36878,        6391,      19516
 1951,     36212,        6415,      19016
 1952,     36530,        6428,      19516
 1953,     36660,        6429,      19015
 1954,     36704,        6413,      19016
 1955,     37163,        6381,      19015
 1956,     37946,        6368,      19516
 1957,     37162,        6433,      19016
 1958,     36001,        6495,      19016
 1959,     37664,        6489,      19516
 1960,     35182,        6518,      19016
 1961,     38528,        6416,      20517
 1962,     35693,        6495,      19015
 1963,     36511,        6436,      19516
 1964,     36341,        6532,      19516
 1965,     36374,        6438,      19516
 1966,     36963,        6441,      19516
 1967,     36703,        6479,      19516
 1968,     38004,        6462,      20016
 1969,     37920,        6426,      20017
 1970,     36674,        6446,      19516
 1971,     35847,        6480,      19015
 1972,     36452,        6494,      19516
 1973,     36138,        6588,      19516
 1974,     36991,        6505,      19516
 1975,     36784,        6547,      19016
 1976,     36434,        6414,      19016
 1977,     37079,        6540,      19516
 1978,     36882,        6550,      19516
 1979,     38014,        6532,      20017
 1980,     37111,        6528,      19015
 1981,     37697,        6502,      19517
 1982,     36596,        6595,      19016
 1983,     36765,        6571,      19516
 1984,     37662,        6526,      20517
 1985,     37206,        6605,      20017
 1986,     36515,        6554,      19016
 1987,     36948,        6553,      19518
 1988,     38140,        6421,      19516
 1989,     36549,        6590,      19016
 1990,     36826,        6547,      19516
 1991,     36831,        6510,      19516
 1992,     37550,        6581,      19515
 1993,     37429,        6575,      19517
 1994,     37787,        6476,      19516
 1995,     36969,        6603,      19516
 1996,     37094,        6568,      19516
 1997,     37472,        6557,      19516
 1998,     37394,        6558,      19517
 1999,     37852,        6567,      20017
 2000,     37741,        6522,      20016
 2001,     38303,        6567,      20017
 2002,     38709,        6570,      20517
 2003,     38161,        6577,      20017
 2004,     38021,        6619,      20016
 2005,     38947,        6521,      20517
 2006,     38986,        6575,      20517
 2007,     37221,        6645,      20017
 2008,     37472,        6612,      19516
 2009,     36876,        6646,      19016
 2010,     37004,        6635,      19016
 2011,     36562,        6690,      19516
 2012,     38366,        6568,      20016
 2013,     36984,        6712,      19516
 2014,     36913,        6618,      19516
 2015,     36958,        6685,      19516
 2016,     37257,        6687,      19516
 2017,     38540,        6574,      20017
 2018,     39009,        6587,      20017
 2019,     38809,        6617,      20017
 2020,     37904,        6650,      19516
 2021,     36589,        6746,      19516
 2022,     37698,        6742,      19516
 2023,     36716,        6781,      19516
 2024,     38922,        6624,      20517
 2025,     37329,        6779,      20017
 2026,     38524,        6680,      20517
 2027,     37543,        6698,      19516
 2028,     39509,        6601,      20017
